file,year,longitude,latitude,crop_fraction,crop_label,dominant_crop_fraction,band_order,metadata_source,lr_shape,hr_shape,valid
S2_2018_m121.04732_38.19699.npz,2018,-121.04731592699542,38.196989508780035,0.30348750948905945,GRAPES,0.30348750948905945,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.04745_38.06999.npz,2018,-121.04745348837275,38.06999011044825,0.6475127339363098,GRAPES,0.6475127339363098,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.04815_38.07095.npz,2018,-121.04814656764347,38.07095403375388,0.6176717281341553,GRAPES,0.6175222992897034,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.04823_38.09894.npz,2018,-121.04823156480548,38.09893654935734,0.7125688791275024,GRAPES,0.7125688791275024,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.04838_38.06342.npz,2018,-121.04838453876454,38.06341899846226,0.5642264485359192,GRAPES,0.5642264485359192,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.04925_38.00530.npz,2018,-121.04925059621125,38.00529601427571,0.47481289505958557,GRAPES,0.4667285978794098,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05112_38.05896.npz,2018,-121.05112459452505,38.05896436984003,0.39997920393943787,GRAPES,0.39997920393943787,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05159_38.08188.npz,2018,-121.05159142590416,38.08187708145912,0.44033747911453247,GRAPES,0.44033747911453247,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05425_38.00425.npz,2018,-121.05424572782778,38.00424986178346,0.34261688590049744,GRAPES,0.33969414234161377,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05589_38.10038.npz,2018,-121.05589023860443,38.10038418788708,0.6517558097839355,GRAPES,0.6517558097839355,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05590_38.07987.npz,2018,-121.05589843417921,38.07986697007012,0.581495463848114,GRAPES,0.581495463848114,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05814_38.07912.npz,2018,-121.05814183914936,38.0791202634619,0.589815080165863,GRAPES,0.589815080165863,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05878_38.09534.npz,2018,-121.05878460567479,38.0953428406479,0.3770867586135864,GRAPES,0.3770867586135864,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.05890_38.07924.npz,2018,-121.05889850723605,38.07923914676831,0.560039222240448,GRAPES,0.560039222240448,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06074_38.10713.npz,2018,-121.06074494985722,38.10713120681859,0.4718468487262726,GRAPES,0.4718468487262726,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06118_38.20491.npz,2018,-121.06118152283833,38.20490511222091,0.5198186635971069,GRAPES,0.5198186635971069,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06121_38.10537.npz,2018,-121.06120513229146,38.1053714856332,0.5894176363945007,GRAPES,0.5894176363945007,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06187_38.00459.npz,2018,-121.06186803835539,38.00459374892378,0.33140501379966736,GRAPES,0.32864463329315186,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06230_38.08490.npz,2018,-121.06230194137497,38.08490337332347,0.4778285324573517,GRAPES,0.4778285324573517,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06289_38.10918.npz,2018,-121.06288915576248,38.10917774846134,0.38070517778396606,GRAPES,0.37961187958717346,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06445_38.00073.npz,2018,-121.0644519483039,38.00072536850686,0.5112938284873962,GRAPES,0.5112938284873962,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06471_38.20167.npz,2018,-121.06471076112902,38.201672481335045,0.5325806736946106,GRAPES,0.5314765572547913,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06675_38.08536.npz,2018,-121.06675235579021,38.08535804906736,0.323583722114563,GRAPES,0.323583722114563,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06679_38.18710.npz,2018,-121.06678983098263,38.18709862718303,0.33454135060310364,GRAPES,0.33454135060310364,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06683_38.18515.npz,2018,-121.06682640746877,38.18515028538349,0.33163025975227356,GRAPES,0.33163025975227356,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06905_38.18330.npz,2018,-121.06904609218181,38.1833000185313,0.34449484944343567,GRAPES,0.3439428210258484,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06964_38.10083.npz,2018,-121.06964102320154,38.10083365354051,0.6438120603561401,GRAPES,0.6438120603561401,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06976_38.30237.npz,2018,-121.06976065339859,38.3023652246266,0.3072899878025055,GRAPES,0.2931339144706726,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.06999_38.20140.npz,2018,-121.06998954862432,38.20140090447105,0.49759048223495483,GRAPES,0.49759048223495483,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07007_38.09797.npz,2018,-121.07007414939146,38.097970518811316,0.6319402456283569,GRAPES,0.6319402456283569,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07007_38.18419.npz,2018,-121.07007432579566,38.18419401613576,0.37915199995040894,GRAPES,0.37821245193481445,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07129_38.13431.npz,2018,-121.07129269341364,38.1343121474153,0.35440900921821594,GRAPES,0.20735342800617218,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07226_38.09502.npz,2018,-121.07226428908692,38.09501679709432,0.4453619122505188,GRAPES,0.4453619122505188,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07494_38.10167.npz,2018,-121.07493944257695,38.10166523946532,0.6707209348678589,GRAPES,0.6569712162017822,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07524_38.18977.npz,2018,-121.07524278326488,38.189767240862835,0.38882285356521606,GRAPES,0.38882285356521606,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07656_38.09606.npz,2018,-121.07656212849697,38.096057704675175,0.6450082063674927,GRAPES,0.6450082063674927,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07682_38.13066.npz,2018,-121.07681944154757,38.13066035645411,0.4590853750705719,GRAPES,0.29535767436027527,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07892_38.09667.npz,2018,-121.07892283457181,38.09667238892683,0.6456849575042725,GRAPES,0.6456849575042725,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07931_38.09881.npz,2018,-121.0793101163972,38.09880932583428,0.7369678020477295,GRAPES,0.7341294884681702,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.07964_38.19107.npz,2018,-121.07963640231763,38.19106642043851,0.3580504357814789,GRAPES,0.35694631934165955,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08019_38.09724.npz,2018,-121.0801932908588,38.09723810323726,0.661522626876831,GRAPES,0.661522626876831,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08031_38.29046.npz,2018,-121.08030629392789,38.29045964122238,0.31227120757102966,GRAPES,0.30767515301704407,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08147_38.12553.npz,2018,-121.08147132966899,38.12552781701555,0.4547499418258667,GRAPES,0.38943278789520264,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08147_38.27635.npz,2018,-121.08147246703392,38.27635347822698,0.4019700586795807,GRAPES,0.4019700586795807,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08274_38.14661.npz,2018,-121.0827415856561,38.146610611555516,0.3553510308265686,GRAPES,0.3553510308265686,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08378_38.19575.npz,2018,-121.08377748057433,38.195745365840345,0.32068005204200745,GRAPES,0.32068005204200745,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08404_38.19957.npz,2018,-121.08403907365093,38.1995722260878,0.3024744987487793,GRAPES,0.3024744987487793,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08472_38.28871.npz,2018,-121.08471508475897,38.28870694184081,0.5208867192268372,GRAPES,0.5208867192268372,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08611_38.29063.npz,2018,-121.08610636647462,38.29063432247802,0.5942674279212952,GRAPES,0.5915071964263916,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08690_38.27855.npz,2018,-121.08690113300679,38.278546275719094,0.5491958260536194,GRAPES,0.5491958260536194,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08713_38.27406.npz,2018,-121.08712684541463,38.2740630113231,0.6268704533576965,GRAPES,0.6268704533576965,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08719_38.28348.npz,2018,-121.08719031190765,38.28347646088177,0.47217699885368347,GRAPES,0.47217699885368347,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08737_38.28399.npz,2018,-121.0873709967376,38.28399321994887,0.487554132938385,GRAPES,0.487554132938385,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08769_38.25925.npz,2018,-121.08768637428524,38.259251469980356,0.4109659790992737,GRAPES,0.4109659790992737,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08842_38.27878.npz,2018,-121.08841867241685,38.27878367804601,0.5601405501365662,GRAPES,0.5601405501365662,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08859_38.14594.npz,2018,-121.08859340772393,38.14594019312008,0.5127612352371216,GRAPES,0.5127612352371216,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08864_38.11016.npz,2018,-121.08863687742667,38.11016441091264,0.42082086205482483,GRAPES,0.3397127389907837,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08866_38.13484.npz,2018,-121.08865602053656,38.134836655627815,0.5209652781486511,GRAPES,0.5209652781486511,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08867_38.14204.npz,2018,-121.08866536358408,38.142043480126326,0.7376695871353149,GRAPES,0.7376695871353149,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.08978_38.30318.npz,2018,-121.08977509375909,38.30317618621715,0.3356216251850128,GRAPES,0.3356216251850128,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09005_38.29369.npz,2018,-121.09004556151645,38.29369290457277,0.7182648181915283,GRAPES,0.7165696620941162,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09040_38.29778.npz,2018,-121.09039820034054,38.29777810018816,0.5722737908363342,GRAPES,0.5711458921432495,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09078_38.07118.npz,2018,-121.09077890328625,38.07117603380106,0.5001526474952698,GRAPES,0.49394991993904114,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09114_38.13681.npz,2018,-121.09113537840045,38.136812853789316,0.5732004046440125,GRAPES,0.5726483464241028,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09117_38.09383.npz,2018,-121.09116802424997,38.09383017551865,0.6222853660583496,GRAPES,0.6222853660583496,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09127_38.14233.npz,2018,-121.09127105741142,38.142329698891544,0.6510313749313354,GRAPES,0.6510313749313354,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09134_38.13843.npz,2018,-121.0913428679954,38.1384329828176,0.6292108297348022,GRAPES,0.628925085067749,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09150_38.10402.npz,2018,-121.0915022594145,38.10401892359982,0.678467869758606,GRAPES,0.6510810852050781,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09164_38.10954.npz,2018,-121.09163790548907,38.10953578878031,0.49258068203926086,GRAPES,0.43430858850479126,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09187_38.13278.npz,2018,-121.09187429157114,38.132776434382684,0.38823002576828003,GRAPES,0.3871259093284607,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09190_38.29386.npz,2018,-121.09189770553613,38.29386041776298,0.7357496619224548,GRAPES,0.7346455454826355,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09192_38.10726.npz,2018,-121.09191707907955,38.107259191847646,0.6010712385177612,GRAPES,0.5648968815803528,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09193_38.08064.npz,2018,-121.09193271151945,38.080638496024356,0.5987793803215027,GRAPES,0.5987793803215027,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09204_38.10557.npz,2018,-121.092043091372,38.10556920638814,0.6633636355400085,GRAPES,0.6417962908744812,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09227_38.18621.npz,2018,-121.09226698165214,38.186205963106985,0.3559093177318573,GRAPES,0.3542531430721283,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09237_38.08498.npz,2018,-121.09237455129157,38.08498214792617,0.6510882377624512,GRAPES,0.6510882377624512,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09238_38.28600.npz,2018,-121.09237579414209,38.28599723269702,0.6389690041542053,GRAPES,0.6389690041542053,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09280_38.14672.npz,2018,-121.09280425760782,38.14672214380114,0.4043048024177551,GRAPES,0.4043048024177551,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09286_38.08433.npz,2018,-121.09286097964905,38.084325679249744,0.6697770357131958,GRAPES,0.6697770357131958,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09302_38.18632.npz,2018,-121.09302480632616,38.18632463437002,0.36887648701667786,GRAPES,0.3676143288612366,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09317_38.06984.npz,2018,-121.09317475317704,38.069842071613564,0.45803898572921753,GRAPES,0.4514140784740448,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09323_38.14691.npz,2018,-121.09322806439923,38.14691066768902,0.39761030673980713,GRAPES,0.39761030673980713,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09335_38.11445.npz,2018,-121.09335075550291,38.11444500337435,0.39990994334220886,GRAPES,0.3551923632621765,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09356_38.08224.npz,2018,-121.093563455489,38.082237596698704,0.6855274438858032,GRAPES,0.6855274438858032,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09373_38.18424.npz,2018,-121.09372825151387,38.184236574270734,0.42661526799201965,GRAPES,0.4255111515522003,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09388_38.09853.npz,2018,-121.09388065881402,38.09852983841028,0.5770325064659119,GRAPES,0.5770325064659119,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09396_38.09158.npz,2018,-121.09396094085973,38.0915813575007,0.6555068492889404,GRAPES,0.6555068492889404,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09402_38.13482.npz,2018,-121.09402010976103,38.134822425667444,0.43087586760520935,GRAPES,0.4292781352996826,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09426_38.09346.npz,2018,-121.09425849838075,38.09345986925647,0.591001033782959,GRAPES,0.591001033782959,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09438_38.22098.npz,2018,-121.09438231465698,38.22097573840864,0.3626808524131775,GRAPES,0.3626808524131775,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09454_38.29220.npz,2018,-121.09454469204555,38.29219823039467,0.7450754642486572,GRAPES,0.7439713478088379,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09462_38.10475.npz,2018,-121.09462033318886,38.104751982063846,0.6033336520195007,GRAPES,0.6033336520195007,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09489_38.07475.npz,2018,-121.09488678276217,38.074751288650695,0.5403674244880676,GRAPES,0.540363073348999,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09508_38.28654.npz,2018,-121.09507698142279,38.286541742881475,0.6735401749610901,GRAPES,0.6735401749610901,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09579_38.29166.npz,2018,-121.09579138903689,38.291660419022094,0.7282455563545227,GRAPES,0.727693498134613,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09587_38.27445.npz,2018,-121.0958702278123,38.274453634992895,0.6345742344856262,GRAPES,0.6345742344856262,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
S2_2018_m121.09615_38.14297.npz,2018,-121.09614891426241,38.14297183382597,0.42909783124923706,GRAPES,0.42909783124923706,"B4,B3,B2,B8",npz_at_generation,"(32, 32, 4)","(128, 128, 4)",True
