date,year,crop,ndvi_mean,precip_group
2018-07-19,2018,ALFALFA,0.5943132165384866,higher-precipitation
2018-07-24,2018,ALFALFA,0.5760357017034051,higher-precipitation
2018-07-24,2018,ALFALFA,0.5927156322177017,higher-precipitation
2018-07-29,2018,ALFALFA,0.4770203947537583,higher-precipitation
2018-07-29,2018,ALFALFA,0.3477814119363995,higher-precipitation
2018-08-03,2018,ALFALFA,0.4699531424902743,higher-precipitation
2018-08-03,2018,ALFALFA,0.4744028014746672,higher-precipitation
2018-08-08,2018,ALFALFA,0.4925173690673327,higher-precipitation
2018-08-08,2018,ALFALFA,0.5839923404408347,higher-precipitation
2018-08-13,2018,ALFALFA,0.645641888164116,higher-precipitation
2018-08-13,2018,ALFALFA,0.6318630810557052,higher-precipitation
2018-08-18,2018,ALFALFA,0.6547371987578919,higher-precipitation
2018-08-18,2018,ALFALFA,0.6158000219233705,higher-precipitation
2018-08-23,2018,ALFALFA,0.6247939715940117,higher-precipitation
2018-08-23,2018,ALFALFA,0.5693924543608254,higher-precipitation
2018-08-28,2018,ALFALFA,0.5923911136314522,higher-precipitation
2018-08-28,2018,ALFALFA,0.6021441233333498,higher-precipitation
2018-09-02,2018,ALFALFA,0.587278015418835,higher-precipitation
2018-09-02,2018,ALFALFA,0.5976295562094074,higher-precipitation
2018-09-07,2018,ALFALFA,0.5963966421330585,higher-precipitation
2018-09-07,2018,ALFALFA,0.6231084405866559,higher-precipitation
2018-09-17,2018,ALFALFA,0.6420720367660616,higher-precipitation
2018-09-17,2018,ALFALFA,0.6521780225656054,higher-precipitation
2018-09-22,2018,ALFALFA,0.6234170861328803,higher-precipitation
2018-09-22,2018,ALFALFA,0.6320257110438661,higher-precipitation
2018-09-27,2018,ALFALFA,0.610643077487319,higher-precipitation
2018-09-27,2018,ALFALFA,0.6102240814826954,higher-precipitation
2018-10-02,2018,ALFALFA,0.6202002918231393,higher-precipitation
2018-10-07,2018,ALFALFA,0.6005059504533513,higher-precipitation
2018-10-07,2018,ALFALFA,0.6280634901476804,higher-precipitation
2018-10-12,2018,ALFALFA,0.5368574474253096,higher-precipitation
2018-10-12,2018,ALFALFA,0.5895282852842648,higher-precipitation
2018-10-17,2018,ALFALFA,0.5142579944757711,higher-precipitation
2018-10-17,2018,ALFALFA,0.5768715309044875,higher-precipitation
2018-10-22,2018,ALFALFA,0.515594912230883,higher-precipitation
2018-10-22,2018,ALFALFA,0.5889013158202002,higher-precipitation
2018-10-27,2018,ALFALFA,0.5815213051665438,higher-precipitation
2018-11-01,2018,ALFALFA,0.5075771492188829,higher-precipitation
2018-11-01,2018,ALFALFA,0.5649216077597802,higher-precipitation
2018-11-06,2018,ALFALFA,0.5409262181222071,higher-precipitation
2018-11-06,2018,ALFALFA,0.605074036339346,higher-precipitation
2018-11-11,2018,ALFALFA,0.4727026979405379,higher-precipitation
2018-11-11,2018,ALFALFA,0.4489298589182245,higher-precipitation
2018-11-16,2018,ALFALFA,0.2711771844922417,higher-precipitation
2018-11-16,2018,ALFALFA,0.2605229130360696,higher-precipitation
2018-12-01,2018,ALFALFA,0.5355235661225907,higher-precipitation
2018-12-06,2018,ALFALFA,0.5415327437807244,higher-precipitation
2018-12-06,2018,ALFALFA,0.5754631820261829,higher-precipitation
2018-12-11,2018,ALFALFA,0.510900508366095,higher-precipitation
2018-12-11,2018,ALFALFA,0.370849837295848,higher-precipitation
2018-12-26,2018,ALFALFA,0.5622042090505605,higher-precipitation
2018-12-26,2018,ALFALFA,0.6038340237174783,higher-precipitation
2019-01-10,2019,ALFALFA,0.2618683295908331,higher-precipitation
2019-01-10,2019,ALFALFA,0.0530905487672162,higher-precipitation
2019-01-25,2019,ALFALFA,0.5813726151212755,higher-precipitation
2019-01-25,2019,ALFALFA,0.605534745602556,higher-precipitation
2019-01-30,2019,ALFALFA,0.3064360614167476,higher-precipitation
2019-01-30,2019,ALFALFA,0.4900180674555916,higher-precipitation
2019-02-19,2019,ALFALFA,0.6054059078858718,higher-precipitation
2019-02-19,2019,ALFALFA,0.6545604003658101,higher-precipitation
2019-03-11,2019,ALFALFA,0.6316578817245249,higher-precipitation
2019-03-11,2019,ALFALFA,0.6473003063692483,higher-precipitation
2019-03-16,2019,ALFALFA,0.6121426422414482,higher-precipitation
2019-03-16,2019,ALFALFA,0.6255265460064007,higher-precipitation
2019-03-21,2019,ALFALFA,0.6309199930451812,higher-precipitation
2019-03-21,2019,ALFALFA,0.6626558703888609,higher-precipitation
2019-03-31,2019,ALFALFA,0.6659734385965056,higher-precipitation
2019-03-31,2019,ALFALFA,0.6897392325851674,higher-precipitation
2019-04-10,2019,ALFALFA,0.6755721332439009,higher-precipitation
2019-04-10,2019,ALFALFA,0.7155980733912853,higher-precipitation
2019-04-20,2019,ALFALFA,0.6790043235725038,higher-precipitation
2019-04-20,2019,ALFALFA,0.7128576927783375,higher-precipitation
2019-04-25,2019,ALFALFA,0.6421251258203511,higher-precipitation
2019-04-25,2019,ALFALFA,0.6743493784672449,higher-precipitation
2019-04-30,2019,ALFALFA,0.5893788234130661,higher-precipitation
2019-05-05,2019,ALFALFA,0.5666070083637527,higher-precipitation
2019-05-05,2019,ALFALFA,0.6374868747982925,higher-precipitation
2019-05-10,2019,ALFALFA,0.5498018666534163,higher-precipitation
2019-05-10,2019,ALFALFA,0.6362587982687081,higher-precipitation
2019-05-25,2019,ALFALFA,0.5788694431893547,higher-precipitation
2019-05-25,2019,ALFALFA,0.6735006145189215,higher-precipitation
2019-05-30,2019,ALFALFA,0.6199439537274699,higher-precipitation
2019-05-30,2019,ALFALFA,0.6723151695306575,higher-precipitation
2019-06-04,2019,ALFALFA,0.57309337341301,higher-precipitation
2019-06-04,2019,ALFALFA,0.6138704119979432,higher-precipitation
2019-06-09,2019,ALFALFA,0.5267841434073066,higher-precipitation
2019-06-09,2019,ALFALFA,0.5871776294739586,higher-precipitation
2019-06-14,2019,ALFALFA,0.4991037215554678,higher-precipitation
2019-06-14,2019,ALFALFA,0.5666975961095159,higher-precipitation
2019-06-19,2019,ALFALFA,0.5026148092547791,higher-precipitation
2019-06-19,2019,ALFALFA,0.582084255207205,higher-precipitation
2019-06-24,2019,ALFALFA,0.5324055875495107,higher-precipitation
2019-06-24,2019,ALFALFA,0.5862603653445517,higher-precipitation
2019-06-29,2019,ALFALFA,0.523614433277429,higher-precipitation
2019-07-04,2019,ALFALFA,0.5322167049128245,higher-precipitation
2019-07-04,2019,ALFALFA,0.5732618616261177,higher-precipitation
2019-07-09,2019,ALFALFA,0.5199425009854874,higher-precipitation
2019-07-09,2019,ALFALFA,0.5737609295679347,higher-precipitation
2019-07-14,2019,ALFALFA,0.5239361597026595,higher-precipitation
2019-07-14,2019,ALFALFA,0.5697643089691421,higher-precipitation
2019-07-19,2019,ALFALFA,0.5311009746739243,higher-precipitation
2019-07-19,2019,ALFALFA,0.5746996205573873,higher-precipitation
2019-07-24,2019,ALFALFA,0.5355286488629718,higher-precipitation
2019-07-24,2019,ALFALFA,0.5915816968507541,higher-precipitation
2019-07-29,2019,ALFALFA,0.5452499762002363,higher-precipitation
2019-07-29,2019,ALFALFA,0.5980549174175054,higher-precipitation
2019-08-03,2019,ALFALFA,0.5327475896603937,higher-precipitation
2019-08-03,2019,ALFALFA,0.5852034930412667,higher-precipitation
2019-08-08,2019,ALFALFA,0.5535616319696965,higher-precipitation
2019-08-08,2019,ALFALFA,0.597826112760664,higher-precipitation
2019-08-13,2019,ALFALFA,0.5588908791018273,higher-precipitation
2019-08-13,2019,ALFALFA,0.5960721489477679,higher-precipitation
2019-08-18,2019,ALFALFA,0.5634333632971891,higher-precipitation
2019-08-18,2019,ALFALFA,0.5883428552052159,higher-precipitation
2019-08-23,2019,ALFALFA,0.5721349073287108,higher-precipitation
2019-08-23,2019,ALFALFA,0.5984081746312973,higher-precipitation
2019-08-28,2019,ALFALFA,0.4994120953191059,higher-precipitation
2019-08-28,2019,ALFALFA,0.5731205586868013,higher-precipitation
2019-09-02,2019,ALFALFA,0.552348153524479,higher-precipitation
2019-09-02,2019,ALFALFA,0.5975492750452812,higher-precipitation
2019-09-12,2019,ALFALFA,0.5538547008945452,higher-precipitation
2019-09-12,2019,ALFALFA,0.5938000514649877,higher-precipitation
2019-09-17,2019,ALFALFA,0.5767439395081535,higher-precipitation
2019-09-17,2019,ALFALFA,0.6131435698523106,higher-precipitation
2019-09-27,2019,ALFALFA,0.5795636210763506,higher-precipitation
2019-10-02,2019,ALFALFA,0.5351651326272747,higher-precipitation
2019-10-02,2019,ALFALFA,0.5948712603792995,higher-precipitation
2019-10-07,2019,ALFALFA,0.4992456013876801,higher-precipitation
2019-10-07,2019,ALFALFA,0.5784329474770715,higher-precipitation
2019-10-07,2019,ALFALFA,0.4449745145843562,higher-precipitation
2019-10-07,2019,ALFALFA,0.5728092123185418,higher-precipitation
2019-10-12,2019,ALFALFA,0.4745765029643938,higher-precipitation
2019-10-12,2019,ALFALFA,0.5768209136132358,higher-precipitation
2019-10-17,2019,ALFALFA,0.4718254935697702,higher-precipitation
2019-10-17,2019,ALFALFA,0.538133344459008,higher-precipitation
2019-10-22,2019,ALFALFA,0.4627562272761663,higher-precipitation
2019-10-22,2019,ALFALFA,0.5435148728233689,higher-precipitation
2019-10-27,2019,ALFALFA,0.4402055497849824,higher-precipitation
2019-10-27,2019,ALFALFA,0.5098817795848217,higher-precipitation
2019-11-01,2019,ALFALFA,0.4366826840271089,higher-precipitation
2019-11-01,2019,ALFALFA,0.5060305491089356,higher-precipitation
2019-11-06,2019,ALFALFA,0.4191510706235863,higher-precipitation
2019-11-06,2019,ALFALFA,0.4783303929622488,higher-precipitation
2019-11-11,2019,ALFALFA,0.4500868802886303,higher-precipitation
2019-11-16,2019,ALFALFA,0.4232500777730892,higher-precipitation
2019-11-16,2019,ALFALFA,0.482491251141103,higher-precipitation
2019-11-21,2019,ALFALFA,0.3950443229935725,higher-precipitation
2019-11-21,2019,ALFALFA,0.4508100395107609,higher-precipitation
2019-12-06,2019,ALFALFA,0.4937466864035081,higher-precipitation
2019-12-16,2019,ALFALFA,0.4864857140744256,higher-precipitation
2019-12-16,2019,ALFALFA,0.5384027780102911,higher-precipitation
2019-12-26,2019,ALFALFA,0.5057244106819314,higher-precipitation
2019-12-26,2019,ALFALFA,0.5704792818239461,higher-precipitation
2020-01-05,2020,ALFALFA,0.5601610607762392,lower-precipitation
2020-01-05,2020,ALFALFA,0.5754290670286973,lower-precipitation
2020-01-10,2020,ALFALFA,0.5839611483992182,lower-precipitation
2020-01-10,2020,ALFALFA,0.5801255720170733,lower-precipitation
2020-02-04,2020,ALFALFA,0.6308631212965755,lower-precipitation
2020-02-09,2020,ALFALFA,0.6375502500473883,lower-precipitation
2020-02-09,2020,ALFALFA,0.6210590670761785,lower-precipitation
2020-02-19,2020,ALFALFA,0.6349989109841566,lower-precipitation
2020-02-19,2020,ALFALFA,0.6212377913657099,lower-precipitation
2020-02-24,2020,ALFALFA,0.6359904035002495,lower-precipitation
2020-02-24,2020,ALFALFA,0.6288743217749675,lower-precipitation
2020-02-29,2020,ALFALFA,0.6477361513449226,lower-precipitation
2020-02-29,2020,ALFALFA,0.6424840177440542,lower-precipitation
2020-03-05,2020,ALFALFA,0.6323323880699961,lower-precipitation
2020-03-10,2020,ALFALFA,0.6474516936023594,lower-precipitation
2020-03-10,2020,ALFALFA,0.663579396253699,lower-precipitation
2020-03-20,2020,ALFALFA,0.6151895120915141,lower-precipitation
2020-03-20,2020,ALFALFA,0.6465119312255021,lower-precipitation
2020-03-25,2020,ALFALFA,0.6548299597655509,lower-precipitation
2020-03-25,2020,ALFALFA,0.7001622344476583,lower-precipitation
2020-03-30,2020,ALFALFA,0.6402871963333263,lower-precipitation
2020-04-14,2020,ALFALFA,0.6711583532492319,lower-precipitation
2020-04-14,2020,ALFALFA,0.7218690430690968,lower-precipitation
2020-04-19,2020,ALFALFA,0.6358299751625104,lower-precipitation
2020-04-24,2020,ALFALFA,0.6000891100840325,lower-precipitation
2020-04-24,2020,ALFALFA,0.6444475588033675,lower-precipitation
2020-05-04,2020,ALFALFA,0.5749746218695589,lower-precipitation
2020-05-04,2020,ALFALFA,0.6184621602202475,lower-precipitation
2020-05-09,2020,ALFALFA,0.5688636789921889,lower-precipitation
2020-05-09,2020,ALFALFA,0.6101944285918404,lower-precipitation
2020-05-09,2020,ALFALFA,0.5583009650220243,lower-precipitation
2020-05-09,2020,ALFALFA,0.6247915351195303,lower-precipitation
2020-05-19,2020,ALFALFA,0.6269487914208537,lower-precipitation
2020-05-24,2020,ALFALFA,0.5856167356121468,lower-precipitation
2020-05-24,2020,ALFALFA,0.613838960362059,lower-precipitation
2020-05-29,2020,ALFALFA,0.5846532974469978,lower-precipitation
2020-06-03,2020,ALFALFA,0.5574129557863658,lower-precipitation
2020-06-03,2020,ALFALFA,0.5745042443302898,lower-precipitation
2020-06-08,2020,ALFALFA,0.5541598598404703,lower-precipitation
2020-06-08,2020,ALFALFA,0.5827951160016386,lower-precipitation
2020-06-13,2020,ALFALFA,0.5233192201670551,lower-precipitation
2020-06-13,2020,ALFALFA,0.5846850419648913,lower-precipitation
2020-06-18,2020,ALFALFA,0.572216262011521,lower-precipitation
2020-06-18,2020,ALFALFA,0.595351456010771,lower-precipitation
2020-06-23,2020,ALFALFA,0.5727590505255576,lower-precipitation
2020-06-23,2020,ALFALFA,0.5835340260820139,lower-precipitation
2020-06-28,2020,ALFALFA,0.5611144565296263,lower-precipitation
2020-06-28,2020,ALFALFA,0.5765232684303389,lower-precipitation
2020-07-03,2020,ALFALFA,0.5556041097064272,lower-precipitation
2020-07-03,2020,ALFALFA,0.5782125063966724,lower-precipitation
2020-07-08,2020,ALFALFA,0.5511151125284048,lower-precipitation
2020-07-08,2020,ALFALFA,0.5777911738305489,lower-precipitation
2020-07-13,2020,ALFALFA,0.5631477154675216,lower-precipitation
2020-07-13,2020,ALFALFA,0.5788584894503298,lower-precipitation
2020-07-18,2020,ALFALFA,0.5586263990910775,lower-precipitation
2020-07-18,2020,ALFALFA,0.5741930280915677,lower-precipitation
2020-07-23,2020,ALFALFA,0.5626393957042696,lower-precipitation
2020-07-23,2020,ALFALFA,0.5726412956995659,lower-precipitation
2020-07-28,2020,ALFALFA,0.5945389583639956,lower-precipitation
2020-07-28,2020,ALFALFA,0.5841670173613036,lower-precipitation
2020-08-02,2020,ALFALFA,0.5768713188798986,lower-precipitation
2020-08-02,2020,ALFALFA,0.5956914129410472,lower-precipitation
2020-08-07,2020,ALFALFA,0.5759370395587547,lower-precipitation
2020-08-07,2020,ALFALFA,0.5869691681343696,lower-precipitation
2020-08-12,2020,ALFALFA,0.5646567938629369,lower-precipitation
2020-08-12,2020,ALFALFA,0.5876286292349728,lower-precipitation
2020-08-17,2020,ALFALFA,0.5472684174510315,lower-precipitation
2020-08-22,2020,ALFALFA,0.501379493754527,lower-precipitation
2020-08-22,2020,ALFALFA,0.5130470360357006,lower-precipitation
2020-08-27,2020,ALFALFA,0.5715003183703515,lower-precipitation
2020-08-27,2020,ALFALFA,0.6040513983585208,lower-precipitation
2020-09-01,2020,ALFALFA,0.5193914952374772,lower-precipitation
2020-09-01,2020,ALFALFA,0.4645811661886321,lower-precipitation
2020-09-06,2020,ALFALFA,0.4917006721091158,lower-precipitation
2020-09-06,2020,ALFALFA,0.5505992058421555,lower-precipitation
2020-09-11,2020,ALFALFA,0.4590763359707378,lower-precipitation
2020-09-11,2020,ALFALFA,0.4726169762490025,lower-precipitation
2020-09-16,2020,ALFALFA,0.5702925840571798,lower-precipitation
2020-09-16,2020,ALFALFA,0.6305462466115673,lower-precipitation
2020-09-21,2020,ALFALFA,0.5551271680895196,lower-precipitation
2020-09-21,2020,ALFALFA,0.637994031886577,lower-precipitation
2020-09-26,2020,ALFALFA,0.4995734560584126,lower-precipitation
2020-09-26,2020,ALFALFA,0.5616158004486402,lower-precipitation
2020-10-01,2020,ALFALFA,0.4286980335933662,lower-precipitation
2020-10-01,2020,ALFALFA,0.3579498404120437,lower-precipitation
2020-10-06,2020,ALFALFA,0.5271845786490231,lower-precipitation
2020-10-06,2020,ALFALFA,0.5389801299481142,lower-precipitation
2020-10-11,2020,ALFALFA,0.5300541037924092,lower-precipitation
2020-10-11,2020,ALFALFA,0.5663673255267263,lower-precipitation
2020-10-16,2020,ALFALFA,0.4894297420586881,lower-precipitation
2020-10-16,2020,ALFALFA,0.5934404824027815,lower-precipitation
2020-10-21,2020,ALFALFA,0.4890368721204988,lower-precipitation
2020-10-21,2020,ALFALFA,0.5515248059799438,lower-precipitation
2020-10-26,2020,ALFALFA,0.4878769368743421,lower-precipitation
2020-10-26,2020,ALFALFA,0.5351023478542001,lower-precipitation
2020-10-31,2020,ALFALFA,0.475719448517204,lower-precipitation
2020-10-31,2020,ALFALFA,0.5123859856996906,lower-precipitation
2020-11-05,2020,ALFALFA,0.4895956751946311,lower-precipitation
2020-11-05,2020,ALFALFA,0.5246631018882887,lower-precipitation
2020-11-10,2020,ALFALFA,0.4977720747945049,lower-precipitation
2020-11-10,2020,ALFALFA,0.5105649158375164,lower-precipitation
2020-11-15,2020,ALFALFA,0.5013862743106261,lower-precipitation
2020-11-15,2020,ALFALFA,0.5059478203646722,lower-precipitation
2020-11-20,2020,ALFALFA,0.4930421070788446,lower-precipitation
2020-11-20,2020,ALFALFA,0.4929010340974417,lower-precipitation
2020-11-25,2020,ALFALFA,0.491348272412949,lower-precipitation
2020-11-25,2020,ALFALFA,0.4983569729974874,lower-precipitation
2020-11-30,2020,ALFALFA,0.4665774745048124,lower-precipitation
2020-11-30,2020,ALFALFA,0.4556155135651103,lower-precipitation
2020-12-05,2020,ALFALFA,0.3892858366468419,lower-precipitation
2020-12-05,2020,ALFALFA,0.4161112651999194,lower-precipitation
2020-12-10,2020,ALFALFA,0.4433765418915183,lower-precipitation
2020-12-10,2020,ALFALFA,0.4314085983311829,lower-precipitation
2020-12-15,2020,ALFALFA,0.3647015941329885,lower-precipitation
2020-12-20,2020,ALFALFA,0.3789442700441639,lower-precipitation
2020-12-20,2020,ALFALFA,0.209523162312383,lower-precipitation
2020-12-30,2020,ALFALFA,0.4291386094041557,lower-precipitation
2020-12-30,2020,ALFALFA,0.4230368956665974,lower-precipitation
2021-01-09,2021,ALFALFA,0.4680246731845802,higher-precipitation
2021-01-09,2021,ALFALFA,0.4351314628683775,higher-precipitation
2021-01-14,2021,ALFALFA,0.4056224390883302,higher-precipitation
2021-01-14,2021,ALFALFA,0.2004413403863328,higher-precipitation
2021-01-19,2021,ALFALFA,0.5107477413450255,higher-precipitation
2021-01-19,2021,ALFALFA,0.4756534047765073,higher-precipitation
2021-01-29,2021,ALFALFA,0.4077630662535721,higher-precipitation
2021-02-08,2021,ALFALFA,0.5503312936492218,higher-precipitation
2021-02-13,2021,ALFALFA,0.6509388717721125,higher-precipitation
2021-02-13,2021,ALFALFA,0.5827578341274504,higher-precipitation
2021-02-23,2021,ALFALFA,0.674811651298769,higher-precipitation
2021-02-23,2021,ALFALFA,0.6142846802864159,higher-precipitation
2021-02-28,2021,ALFALFA,0.6781731575246261,higher-precipitation
2021-02-28,2021,ALFALFA,0.6107515470263847,higher-precipitation
2021-03-05,2021,ALFALFA,0.64347238397027,higher-precipitation
2021-03-05,2021,ALFALFA,0.5845276037692424,higher-precipitation
2021-03-15,2021,ALFALFA,0.6525422500810413,higher-precipitation
2021-03-20,2021,ALFALFA,0.6875420968416341,higher-precipitation
2021-03-20,2021,ALFALFA,0.6644396926915795,higher-precipitation
2021-03-25,2021,ALFALFA,0.6678896936006521,higher-precipitation
2021-03-25,2021,ALFALFA,0.6247199930169602,higher-precipitation
2021-03-30,2021,ALFALFA,0.6467297942737938,higher-precipitation
2021-03-30,2021,ALFALFA,0.6500171771139089,higher-precipitation
2021-04-09,2021,ALFALFA,0.6104391062235741,higher-precipitation
2021-04-09,2021,ALFALFA,0.6446922598888888,higher-precipitation
2021-04-14,2021,ALFALFA,0.6108168540854148,higher-precipitation
2021-04-14,2021,ALFALFA,0.6284342769757104,higher-precipitation
2021-04-19,2021,ALFALFA,0.622803943668964,higher-precipitation
2021-04-19,2021,ALFALFA,0.6273594633277598,higher-precipitation
2021-04-24,2021,ALFALFA,0.617229461449936,higher-precipitation
2021-04-24,2021,ALFALFA,0.5915286162304124,higher-precipitation
2021-04-29,2021,ALFALFA,0.6222296834594551,higher-precipitation
2021-04-29,2021,ALFALFA,0.6220731077774285,higher-precipitation
2021-05-04,2021,ALFALFA,0.5761638933026487,higher-precipitation
2021-05-04,2021,ALFALFA,0.5956040417496795,higher-precipitation
2021-05-09,2021,ALFALFA,0.5222324982976814,higher-precipitation
2021-05-09,2021,ALFALFA,0.5528489519717938,higher-precipitation
2021-05-14,2021,ALFALFA,0.5084332415516475,higher-precipitation
2021-05-14,2021,ALFALFA,0.55575503699688,higher-precipitation
2021-05-19,2021,ALFALFA,0.5241900499930033,higher-precipitation
2021-05-19,2021,ALFALFA,0.5642636347024326,higher-precipitation
2021-05-24,2021,ALFALFA,0.547386665865553,higher-precipitation
2021-05-24,2021,ALFALFA,0.554659764918951,higher-precipitation
2021-05-29,2021,ALFALFA,0.5631629769077086,higher-precipitation
2021-05-29,2021,ALFALFA,0.5669370965718099,higher-precipitation
2021-06-03,2021,ALFALFA,0.559631020332472,higher-precipitation
2021-06-03,2021,ALFALFA,0.5652384989789023,higher-precipitation
2021-06-08,2021,ALFALFA,0.5532222929264888,higher-precipitation
2021-06-08,2021,ALFALFA,0.567873409303443,higher-precipitation
2021-06-13,2021,ALFALFA,0.5254009650326682,higher-precipitation
2021-06-13,2021,ALFALFA,0.5594084369183584,higher-precipitation
2021-06-18,2021,ALFALFA,0.5028320847836608,higher-precipitation
2021-06-18,2021,ALFALFA,0.554457786827646,higher-precipitation
2021-06-23,2021,ALFALFA,0.5266560290694343,higher-precipitation
2021-06-23,2021,ALFALFA,0.5626124464195971,higher-precipitation
2021-06-28,2021,ALFALFA,0.5523650956027161,higher-precipitation
2021-06-28,2021,ALFALFA,0.5720608939223484,higher-precipitation
2021-07-08,2021,ALFALFA,0.5719988528138196,higher-precipitation
2021-07-08,2021,ALFALFA,0.5802313645788506,higher-precipitation
2021-07-13,2021,ALFALFA,0.5635931094486644,higher-precipitation
2021-07-13,2021,ALFALFA,0.5781404697337722,higher-precipitation
2021-07-18,2021,ALFALFA,0.5407469106103419,higher-precipitation
2021-07-18,2021,ALFALFA,0.5640342468791991,higher-precipitation
2021-07-23,2021,ALFALFA,0.5396934534612828,higher-precipitation
2021-07-23,2021,ALFALFA,0.5624113425728141,higher-precipitation
2021-07-28,2021,ALFALFA,0.5340009168180335,higher-precipitation
2021-08-02,2021,ALFALFA,0.5632090558226318,higher-precipitation
2021-08-02,2021,ALFALFA,0.5818653147715681,higher-precipitation
2021-08-07,2021,ALFALFA,0.27337160329132,higher-precipitation
2021-08-07,2021,ALFALFA,0.3202711570764305,higher-precipitation
2021-08-12,2021,ALFALFA,0.4262728603423253,higher-precipitation
2021-08-12,2021,ALFALFA,0.4847880682584282,higher-precipitation
2021-08-17,2021,ALFALFA,0.3770253254666979,higher-precipitation
2021-08-17,2021,ALFALFA,0.2877962937695931,higher-precipitation
2021-08-22,2021,ALFALFA,0.6053387478453118,higher-precipitation
2021-08-22,2021,ALFALFA,0.5982821390254212,higher-precipitation
2021-08-27,2021,ALFALFA,0.4911682206678844,higher-precipitation
2021-08-27,2021,ALFALFA,0.4511613519551375,higher-precipitation
2021-09-01,2021,ALFALFA,0.6081392038896521,higher-precipitation
2021-09-01,2021,ALFALFA,0.5947114363466997,higher-precipitation
2021-09-06,2021,ALFALFA,0.5261083604838882,higher-precipitation
2021-09-06,2021,ALFALFA,0.5877495251567325,higher-precipitation
2021-09-11,2021,ALFALFA,0.5810104302619119,higher-precipitation
2021-09-11,2021,ALFALFA,0.6071305288302746,higher-precipitation
2021-09-16,2021,ALFALFA,0.5734683976651381,higher-precipitation
2021-09-16,2021,ALFALFA,0.5641012481250408,higher-precipitation
2021-09-21,2021,ALFALFA,0.5619467578180248,higher-precipitation
2021-09-21,2021,ALFALFA,0.5859208510604959,higher-precipitation
2021-09-26,2021,ALFALFA,0.5782778650117787,higher-precipitation
2021-09-26,2021,ALFALFA,0.584971098674637,higher-precipitation
2021-10-01,2021,ALFALFA,0.541848872948714,higher-precipitation
2021-10-01,2021,ALFALFA,0.5739894894793415,higher-precipitation
2021-10-11,2021,ALFALFA,0.4748466884875112,higher-precipitation
